view	stratum	task_id	seeds	block_count	value_attacks	value_supports	gap_as
deepseek_seed1	wrong	55	1	1	0.47625000000000001	0.47125	0.0050000000000000044
deepseek_seed1	wrong	56	1	1	-0.45999999999999996	-0.81374999999999997	0.35375000000000001
deepseek_seed1	wrong	57	1	1	-0.13875000000000015	-0.28500000000000014	0.14624999999999999
deepseek_seed1	wrong	58	1	1	0.85999999999999988	-0.015000000000000124	0.875
deepseek_seed1	wrong	59	1	1	0	0	0
deepseek_seed1	wrong	61	1	1	0	-0.20594999999999986	0.20594999999999986
deepseek_seed1	wrong	62	1	1	0.23999999999999996	-0.66000000000000003	0.90000000000000002
deepseek_seed1	wrong	63	1	1	0.19499999999999973	0.0562499999999998	0.13874999999999993
deepseek_pooled	correct	15	0,1	2	0	-0.0018750000000000023	0.0018750000000000023
deepseek_pooled	correct	18	0,1	2	-0.024374999999999983	-0.024374999999999987	0
deepseek_pooled	correct	27	0,1	2	0	0	0
deepseek_pooled	correct	29	0,1	2	0	0	0
deepseek_pooled	correct	30	0,1	2	0.38666666666666671	0.44444444444444448	-0.057777777777777761
deepseek_pooled	correct	31	0,1	2	0	0	0
deepseek_pooled	correct	34	0,1	2	0	0	0
deepseek_pooled	correct	35	0,1	2	0.0070312499999999889	-0.38687500000000002	0.39390625000000001
deepseek_pooled	correct	41	1	1	0.0037500000000000046	0.0037500000000000046	0
deepseek_pooled	correct	42	1	1	0	0	0
deepseek_pooled	correct	43	0,1	2	-0.015625	0	-0.015625
deepseek_pooled	correct	47	0,1	2	-0.095625000000000085	-0.44875000000000004	0.35312499999999991
deepseek_pooled	correct	49	1	1	0.014999999999999996	-0.72000000000000008	0.7350000000000001
deepseek_pooled	correct	52	0,1	2	0	0	0
deepseek_pooled	correct	59	0	1	0	0	0
deepseek_pooled	correct	64	0,1	2	0	0.0014062500000000012	-0.0014062500000000012
deepseek_pooled	correct	65	0,1	2	0	0	0
deepseek_pooled	wrong	14	0,1	2	0.8125	-0.3125	1.125
deepseek_pooled	wrong	16	0,1	2	0.53812499999999996	-0.45062499999999994	0.9887499999999998
deepseek_pooled	wrong	17	0,1	2	0.20583333333333326	0.44828124999999996	-0.24244791666666671
deepseek_pooled	wrong	19	0,1	2	0.10437500000000002	0.10437500000000002	0
deepseek_pooled	wrong	20	0,1	2	0.39687500000000003	-0.72562499999999996	1.1225000000000001
deepseek_pooled	wrong	21	0,1	2	0.98999999999999999	1	-0.0099999999999999985
deepseek_pooled	wrong	22	0,1	2	1.6012499999999998	0.20812499999999989	1.3931250000000002
deepseek_pooled	wrong	23	0,1	2	-0.44062499999999999	-0.23062499999999994	-0.21000000000000005
deepseek_pooled	wrong	25	0,1	2	0.20965277777777777	0.15652777777777774	0.053125000000000033
deepseek_pooled	wrong	26	0,1	2	0.60312500000000013	-0.2024999999999999	0.80562500000000004
deepseek_pooled	wrong	36	0,1	2	1.5973437500000003	0.45671875000000006	1.140625
deepseek_pooled	wrong	37	0,1	2	0.25374999999999992	-0.28750000000000009	0.54125000000000001
deepseek_pooled	wrong	38	0,1	2	1.1091319444444445	0.20944444444444454	0.89968749999999997
deepseek_pooled	wrong	40	0,1	2	1.0625	-0.328125	1.390625
deepseek_pooled	wrong	41	0	1	0.059999999999999984	-0.79999999999999993	0.85999999999999988
deepseek_pooled	wrong	42	0	1	-0.011250000000000012	0	-0.011250000000000012
deepseek_pooled	wrong	44	0,1	2	0.16750000000000004	-0.31874999999999998	0.48625000000000007
deepseek_pooled	wrong	46	0,1	2	0.61597222222222192	-0.39562500000000023	1.011597222222222
deepseek_pooled	wrong	48	0,1	2	0	-0.26000000000000006	0.26000000000000006
deepseek_pooled	wrong	49	0	1	0.15375	0.093750000000000014	0.05999999999999997
deepseek_pooled	wrong	50	0,1	2	0.11111111111111112	0.11111111111111112	0
deepseek_pooled	wrong	51	0,1	2	1.3475000000000001	-0.38374999999999987	1.7312499999999997
deepseek_pooled	wrong	53	0,1	2	2	0.47625000000000006	1.5237499999999999
deepseek_pooled	wrong	55	0,1	2	0.238125	0.235625	0.0025000000000000022
deepseek_pooled	wrong	56	0,1	2	0.10000000000000009	-0.13687500000000008	0.23687500000000017
deepseek_pooled	wrong	57	0,1	2	-0.0037500000000001421	-0.28500000000000003	0.28124999999999989
deepseek_pooled	wrong	58	0,1	2	0.58437499999999987	-0.48312500000000008	1.0674999999999999
deepseek_pooled	wrong	59	1	1	0	0	0
deepseek_pooled	wrong	60	0	1	0.064826388888888808	-1.1361111111111113	1.2009375
deepseek_pooled	wrong	61	0,1	2	0	-0.17737499999999984	0.17737499999999984
deepseek_pooled	wrong	62	0,1	2	0.12895833333333334	-0.23666666666666675	0.36562500000000009
deepseek_pooled	wrong	63	0,1	2	0.097499999999999865	-0.20937500000000014	0.30687500000000001
glm_seed2	correct	16	2	1	-0.033749999999999974	0	-0.033749999999999974
glm_seed2	correct	18	2	1	0	-0.11625000000000008	0.11625000000000008
glm_seed2	correct	27	2	1	0.0037500000000000046	0.0037500000000000046	0
glm_seed2	correct	29	2	1	2	0	2
glm_seed2	correct	30	2	1	0.3888888888888889	0.38222222222222224	0.0066666666666666801
glm_seed2	correct	34	2	1	0.12722222222222221	-0.26166666666666671	0.3888888888888889
glm_seed2	correct	37	2	1	0.11624999999999995	0.021249999999999949	0.095000000000000001
glm_seed2	correct	41	2	1	0.011250000000000013	-0.245	0.25624999999999998
glm_seed2	correct	42	2	1	0.14625000000000002	0.13125000000000001	0.015000000000000019
glm_seed2	correct	43	2	1	0.59375	0	0.59375
glm_seed2	correct	52	2	1	0.4921875	-0.08812500000000012	0.58031250000000012
glm_seed2	correct	65	2	1	0	0	0
glm_seed2	wrong	15	2	1	0.81500000000000006	0	0.81500000000000006
glm_seed2	wrong	17	2	1	0.92531249999999987	0.89531249999999984	0.029999999999999978
glm_seed2	wrong	19	2	1	0.87	0.875	-0.0050000000000000044
glm_seed2	wrong	20	2	1	1.05125	-0.033750000000000169	1.0850000000000002
glm_seed2	wrong	21	2	1	0.81500000000000006	0.81500000000000006	0
glm_seed2	wrong	22	2	1	0.37124999999999997	-1.0850000000000002	1.4562500000000003
glm_seed2	wrong	23	2	1	1.5762500000000002	0.58406250000000015	0.9921875
glm_seed2	wrong	25	2	1	0.40406249999999999	0.40406249999999999	0
glm_seed2	wrong	26	2	1	1.2012500000000002	0.50156250000000024	0.69968749999999991
glm_seed2	wrong	31	2	1	0.9921875	0.54937499999999995	0.4428125
glm_seed2	wrong	35	2	1	0.8450000000000002	-0.0062499999999996447	0.85124999999999984
glm_seed2	wrong	36	2	1	0.85999999999999999	0	0.85999999999999999
glm_seed2	wrong	40	2	1	2	0	2
glm_seed2	wrong	44	2	1	1.4887499999999998	0.25499999999999967	1.2337500000000001
glm_seed2	wrong	46	2	1	0.45512520874999995	0.45512520874999995	0
glm_seed2	wrong	47	2	1	-0.15500000000000025	1.0799999999999996	-1.2349999999999999
glm_seed2	wrong	48	2	1	-0.022812499999999902	0.9787499999999999	-1.0015624999999997
glm_seed2	wrong	49	2	1	0.4921875	0	0.4921875
glm_seed2	wrong	50	2	1	0.68000000000000016	0.6000000000000002	0.080000000000000029
glm_seed2	wrong	51	2	1	0.42624999999999991	0.11593749999999992	0.31031249999999999
glm_seed2	wrong	55	2	1	0.5234375	0.21875	0.3046875
glm_seed2	wrong	56	2	1	0.7228125000000003	-0.1784374999999998	0.90125000000000011
glm_seed2	wrong	57	2	1	0	0.029849999999999932	-0.029849999999999932
glm_seed2	wrong	58	2	1	0.87031250000000004	0.64250000000000007	0.22781249999999997
glm_seed2	wrong	59	2	1	1.125	0	1.125
glm_seed2	wrong	60	2	1	-0.046249999999999902	0.42749999999999999	-0.47374999999999989
glm_seed2	wrong	62	2	1	0.41624999999999995	0.08500000000000002	0.33124999999999993
glm_seed2	wrong	63	2	1	0	0	0
glm_seed2	wrong	64	2	1	1.1200000000000001	0.80500000000000016	0.31499999999999995
